date, pm25, pm10, o3, no2, so2, co
2018/4/7, 60, 63, 34, 24, 2, 5
2018/4/8, 113, 82, 41, 31, 8, 12
2018/4/9, 161, 85, 32, 20, 3, 11
2018/4/10, 103, 46, 40, 16, 1, 3
2018/4/11, 59, 79, 37, 19, 3, 5
2018/4/12, 84, 55, 21, 23, 4, 10
2018/4/13, 99, 126, 39, 8, , 2
2018/4/14, 77, 61, 44, 14, 2, 3
2018/4/15, 66, 96, 64, 20, 3, 6
2018/4/16, 144, 120, 67, 16, 3, 7
2018/4/17, 163, 114, 81, 18, 3, 6
2018/4/18, 169, 108, 95, 25, 4, 9
2018/4/19, 181, 94, 104, 22, 5, 11
2018/4/20, 183, 83, 27, 23, 2, 10
2018/4/21, 131, 29, 25, 13, 1, 3
2018/4/22, 46, 34, 36, 15, 1, 3
2018/4/23, 61, 36, 42, 18, 1, 3
2018/4/24, 66, 50, 61, 20, 1, 4
2018/4/25, 87, 86, 60, 23, 1, 7
2018/4/26, 173, 99, 53, 14, 1, 4
2018/4/27, 113, 102, 91, 25, 3, 8
2018/4/28, 157, 129, 63, 22, 4, 8
2018/4/29, 211, 57, 45, 10, 2, 5
2018/4/30, 76, 148, 30, 14, , 4
2018/5/1, 109, 42, 39, 12, 1, 2
2018/5/2, 58, 44, 41, 13, 1, 1
2018/5/3, 54, 72, 73, 26, 2, 6
2018/5/4, 132, 194, 32, 22, 1, 5
2018/5/5, 151, 112, 57, 16, 2, 5
2018/5/6, 134, 93, 62, 19, 3, 8
2018/5/7, 129, 58, 57, 15, 1, 4
2018/5/8, 85, 69, 71, 20, 3, 5
2018/5/9, 114, 96, 80, 30, 3, 9
2018/5/10, 172, 72, 43, 21, 1, 6
2018/5/11, 154, 87, 60, 21, 2, 13
2018/5/12, 193, 59, 70, 18, 2, 5
2018/5/13, 118, 95, 98, 21, 3, 10
2018/5/14, 178, 73, 47, 19, 1, 9
2018/5/15, 141, 51, 76, 15, 1, 15
2018/5/16, 173, 40, 28, 14, 1, 9
2018/5/17, 110, 39, 65, 15, 2, 4
2018/5/18, 72, 54, 74, 19, 2, 6
2018/5/19, 92, 52, 55, 14, 2, 8
2018/5/20, 108, , 14, 14, 1, 7
2018/5/21, 138, 119, 35, 12, , 2
2018/5/22, 113, 120, 60, 17, 4, 4
2018/5/23, 124, 83, 94, 24, 3, 6
2018/5/24, 134, 77, 96, 16, 2, 6
2018/5/25, 135, 97, 63, 13, 3, 7
2018/5/26, 169, 73, 57, 13, 2, 2
2018/5/27, 106, 203, 37, 12, 1, 2
2018/5/28, 107, 38, 45, 16, 1, 2
2018/5/29, 46, 30, 66, 19, 1, 3
2018/5/30, 58, 58, 100, 21, 2, 5
2018/5/31, 102, 49, 89, 24, 2, 3
2018/6/1, 86, 64, 121, 23, 4, 5
2018/6/2, 127, 70, 48, 16, 2, 5
2018/6/3, 128, 58, 74, 17, 1, 3
2018/6/4, 85, 75, 105, 20, 2, 5
2018/6/5, 100, 68, 110, 19, 3, 6
2018/6/6, 131, 55, 62, 11, 1, 4
2018/6/7, 69, 35, 58, 15, , 3
2018/6/8, 49, 42, 38, 14, 1, 4
2018/6/9, 61, 39, 72, 10, 1, 5
2018/6/10, 100, 54, 72, 12, 1, 6
2018/6/11, 143, 68, 95, 20, 2, 9
2018/6/12, 158, 23, 37, 13, 2, 8
2018/6/13, 108, 32, 91, 14, 1, 4
2018/6/14, 70, 57, 92, 14, 2, 11
2018/6/15, 146, 73, 93, 12, 1, 7
2018/6/16, 159, 51, 66, 13, 1, 7
2018/6/17, 116, 59, 94, 15, 1, 7
2018/6/18, 148, 59, 89, 12, 3, 8
2018/6/19, 117, 43, 72, 16, 1, 6
2018/6/20, 101, 58, 112, 18, 5, 9
2018/6/21, 90, 67, 75, 23, 4, 10
2018/6/22, 142, 67, 132, 15, 1, 7
2018/6/23, 141, 67, 117, 10, 1, 6
2018/6/24, 125, 82, 81, 18, 2, 9
2018/6/25, 153, 71, 118, 12, 3, 14
2018/6/26, 187, 38, 37, 20, 1, 4
2018/6/27, 78, 23, 51, 15, 1, 2
2018/6/28, 34, 52, 78, 25, 1, 3
2018/6/29, 64, 64, 125, 20, 3, 6
2018/6/30, 97, 54, 85, 11, 2, 8
2018/1/1, 97, 40, 20, 16, 2, 6
2018/1/2, 76, 30, 19, 12, 2, 2
2018/1/3, 38, 27, 15, 17, 1, 3
2018/1/4, 46, 50, 11, 25, 2, 8
2018/1/5, 99, 23, 19, 19, 1, 3
2018/1/6, 44, 55, 21, 25, 3, 7
2018/1/7, 114, 54, 26, 6, 1, 2
2018/1/8, 43, 38, 27, 7, 1, 2
2018/1/9, 31, 22, 29, 5, 1, 2
2018/1/10, 21, 22, 25, 11, 1, 4
2018/1/11, 38, 71, 7, 34, 3, 11
2018/1/12, 146, 82, 5, 38, 3, 15
2018/1/13, 169, 92, 17, 39, 3, 17
2018/1/14, 202, 44, 18, 24, 2, 9
2018/1/15, 86, 109, 23, 21, 1, 6
2018/1/16, 114, 72, 26, 25, 3, 9
2018/1/17, 107, 70, 4, 39, 3, 11
2018/1/18, 124, 85, 11, 40, 2, 15
2018/1/19, 169, 59, 14, 26, 3, 7
2018/1/20, 101, 56, 13, 20, 9, 10
2018/1/21, 95, 52, 27, 16, 2, 8
2018/1/22, 81, 27, 25, 8, 1, 4
2018/1/23, 38, 30, 26, 16, 2, 3
2018/1/24, 64, 19, 24, 14, 1, 2
2018/1/25, 30, 32, 19, 20, 4, 5
2018/1/26, 64, 68, 4, 33, 7, 13
2018/1/27, 164, 49, 30, 9, 2, 3
2018/1/28, 36, 42, 28, 12, 1, 3
2018/1/29, 24, 33, 28, 17, 3, 3
2018/1/30, 39, 56, 26, 14, 2, 3
2018/1/31, 57, 68, 26, 22, 5, 6
2018/2/1, 98, 37, 28, 7, 2, 2
2018/2/2, 33, 22, 26, 10, 3, 2
2018/2/3, 33, 40, 22, 16, 5, 4
2018/2/4, 63, 20, 28, 9, 1, 2
2018/2/5, 32, 47, 19, 22, 9, 7
2018/2/6, 102, 49, 31, 19, 5, 6
2018/2/7, 83, 44, 25, 22, 5, 6
2018/2/8, 95, 76, 32, 18, 2, 7
2018/2/9, 102, 28, 31, 7, 1, 2
2018/2/10, 48, 54, 31, 3, 1, 1
2018/2/11, 34, 40, 30, 1, 1, 2
2018/2/12, 37, 56, 22, 29, 6, 11
2018/2/13, 154, 26, 30, 11, 1, 4
2018/2/14, 44, 24, 36, 10, 6, 4
2018/2/15, 97, 40, 35, 12, 6, 6
2018/2/16, 141, 64, 20, 19, 3, 13
2018/2/17, 168, , 33, 24, 4, 16
2018/2/18, 181, , 26, 19, 8, 18
2018/2/19, 192, 28, 34, 13, 2, 7
2018/2/20, 106, 45, 36, 15, 1, 5
2018/2/21, 113, 37, 22, 12, 1, 3
2018/2/22, 43, 47, 33, 20, 2, 7
2018/2/23, 81, 52, 29, 9, 3, 5
2018/2/24, 83, 47, 30, 19, 3, 7
2018/2/25, 134, 73, 36, 33, 7, 15
2018/2/26, 191, 96, 35, 25, 2, 16
2018/2/27, 221, 90, 34, 17, 4, 8
2018/2/28, 155, 42, 36, 7, 3, 2
2018/3/1, 51, 68, 29, 22, 9, 8
2018/3/2, 158, 119, 13, 39, 6, 18
2018/3/3, 228, 119, 20, 19, 2, 7
2018/3/4, 135, 77, 29, 19, 3, 6
2018/3/5, 118, 51, 28, 19, 3, 6
2018/3/6, 124, 49, 20, 23, 3, 5
2018/3/7, 120, 47, 30, 19, 2, 5
2018/3/8, 125, 66, 36, 29, 4, 11
2018/3/9, 174, 63, 41, 31, 5, 13
2018/3/10, 191, 62, 26, 19, 6, 12
2018/3/11, 148, 78, 36, 30, 3, 12
2018/3/12, 207, , 59, 41, 3, 18
2018/3/13, 296, , 24, 38, 3, 22
2018/3/14, 269, 41, 35, 10, 1, 7
2018/3/15, 76, 36, 37, 12, 4, 3
2018/3/16, 87, , 11, 28, 2, 8
2018/3/17, 132, , 34, 25, 1, 9
2018/3/18, 171, , 37, 19, 1, 7
2018/3/19, 134, , 32, 17, 1, 4
2018/3/20, 74, 61, 34, 23, 3, 6
2018/3/21, 134, 69, 40, 30, 2, 7
2018/3/22, 162, 83, 21, 39, 3, 12
2018/3/23, 180, 77, 47, 29, 4, 14
2018/3/24, 194, 90, 52, 25, 3, 6
2018/3/25, 148, 101, 56, 29, 4, 9
2018/3/26, 184, 131, 40, 49, 3, 13
2018/3/27, 233, 653, 27, 24, 2, 9
2018/3/28, 193, 106, 31, 21, 6, 8
2018/3/29, 116, 62, 39, 24, 3, 5
2018/3/30, 102, 97, 48, 37, 5, 9
2018/3/31, 174, 106, 92, 34, 5, 14
2017/10/1, 132, 41, 12, 15, 8, 7
2017/10/2, 56, 36, 15, 14, 1, 5
2017/10/3, 62, 53, 21, 16, 8, 8
2017/10/4, 94, 59, 26, 14, 2, 5
2017/10/5, 135, 59, 25, 16, 6, 7
2017/10/6, 142, 89, 1, 28, 1, 9
2017/10/7, 177, 90, 1, 23, 19, 12
2017/10/8, 179, 11, 10, 13, , 6
2017/10/9, 97, 12, 13, 10, 22, 6
2017/10/10, 29, 22, 13, 11, , 5
2017/10/11, 49, 36, 15, 14, 9, 5
2017/10/12, 75, 50, 14, 19, 2, 7
2017/10/13, 125, 40, 7, 22, 7, 8
2017/10/14, 76, 49, 11, 17, 2, 9
2017/10/15, 130, 51, 20, 17, 7, 9
2017/10/16, 115, 66, 16, 22, 3, 10
2017/10/17, 159, , 10, 20, 9, 11
2017/10/18, 155, 51, 16, 14, 2, 10
2017/10/19, 145, 76, 18, 18, 2, 13
2017/10/20, 178, 50, 27, 14, 2, 12
2017/10/21, 146, 50, 12, 18, 3, 9
2017/10/22, 107, 41, 18, 14, 1, 6
2017/10/23, 100, 59, 26, 15, 1, 8
2017/10/24, 152, 71, 10, 20, 2, 11
2017/10/25, 177, 90, 5, 26, 1, 14
2017/10/26, 207, , 14, 23, 1, 14
2017/10/27, 214, 42, 21, 11, 1, 9
2017/10/28, 84, 25, 22, 13, 2, 4
2017/10/29, 33, 39, 17, 19, 1, 5
2017/10/30, 67, 70, 2, 27, 1, 9
2017/10/31, 137, 74, 6, 29, 1, 11
2017/11/1, 145, 74, 18, 28, 3, 9
2017/11/2, 121, 33, 19, 16, 1, 6
2017/11/3, 43, 51, 18, 21, 2, 9
2017/11/4, 98, 83, 14, 24, 3, 11
2017/11/5, 171, 101, 20, 24, 2, 15
2017/11/6, 196, 75, 22, 19, 1, 9
2017/11/7, 123, 39, 10, 22, 4, 8
2017/11/8, 63, 64, 6, 25, 2, 12
2017/11/9, 132, 41, 22, 9, 1, 3
2017/11/10, 35, 28, 15, 15, 1, 4
2017/11/11, 49, 69, 9, 26, 2, 11
2017/11/12, 144, 60, 22, 14, 1, 8
2017/11/13, 77, 25, 22, 12, 1, 3
2017/11/14, 36, 35, 20, 19, 2, 5
2017/11/15, 55, 63, 11, 29, 6, 11
2017/11/16, 142, 60, 22, 17, 3, 8
2017/11/17, 72, 45, 25, 15, 3, 5
2017/11/18, 88, 83, 5, 32, 2, 11
2017/11/19, 168, 92, 11, 37, 3, 17
2017/11/20, 181, 119, 14, 46, 4, 19
2017/11/21, 193, 38, 21, 10, 1, 3
2017/11/22, 30, 31, 20, 9, 1, 3
2017/11/23, 29, 39, 22, 14, 2, 3
2017/11/24, 65, 67, 7, 28, 2, 10
2017/11/25, 126, 26, 24, 11, 1, 3
2017/11/26, 34, 69, 4, 30, 2, 11
2017/11/27, 154, 63, 23, 18, 1, 9
2017/11/28, 85, 31, 18, 16, 2, 4
2017/11/29, 37, 45, 21, 21, 5, 6
2017/11/30, 69, 88, 9, 32, 3, 13
2017/12/1, 165, 123, 2, 49, 5, 22
2017/12/2, 216, 63, 24, 21, 1, 9
2017/12/3, 102, 24, 24, 10, 1, 4
2017/12/4, 25, 47, 18, 22, 2, 7
2017/12/5, 92, 50, 23, 21, 2, 7
2017/12/6, 87, 31, 20, 12, 3, 3
2017/12/7, 36, 43, 10, 21, 3, 7
2017/12/8, 74, 59, 8, 32, 3, 9
2017/12/9, 116, 56, 26, 12, 2, 3
2017/12/10, 38, 28, 24, 11, 2, 4
2017/12/11, 32, 26, 15, 14, 3, 6
2017/12/12, 41, 48, 6, 20, 2, 6
2017/12/13, 85, 62, 3, 31, 9, 18
2017/12/14, 152, 57, 22, 16, 2, 8
2017/12/15, 85, 55, 24, 6, 1, 4
2017/12/16, 35, 57, 16, 23, 3, 7
2017/12/17, 101, 52, 24, 12, 2, 4
2017/12/18, 49, 53, 15, 22, 4, 7
2017/12/19, 91, 43, 21, 22, 2, 6
2017/12/20, 65, 58, 4, 36, 3, 10
2017/12/21, 123, 58, 22, 31, 2, 11
2017/12/22, 96, 47, 5, 31, 4, 9
2017/12/23, 91, 52, 27, 10, 1, 4
2017/12/24, 49, 43, 20, 21, 4, 6
2017/12/25, 86, 38, 20, 20, 3, 5
2017/12/26, 63, 67, 3, 33, 3, 12
2017/12/27, 155, 85, 3, 31, 7, 17
2017/12/28, 180, 128, , 35, 1, 28
2017/12/29, 237, 47, 17, 27, 1, 19
2017/12/30, 161, 48, 15, 22, 1, 6
2017/12/31, 89, 52, 11, 23, 3, 11
2017/7/1, 165, 80, 109, 10, 5, 9
2017/7/2, 156, 55, 76, 8, 2, 6
2017/7/3, 136, 54, 49, 13, 1, 6
2017/7/4, 121, 60, 93, 10, 1, 8
2017/7/5, 157, 51, 33, 12, 2, 12
2017/7/6, 140, 42, 67, 6, 1, 5
2017/7/7, 98, 52, 83, 11, 1, 5
2017/7/8, 104, 78, 115, 13, 2, 9
2017/7/9, 166, 45, 89, 16, 1, 4
2017/7/10, 74, 72, 153, 19, 3, 7
2017/7/11, 130, 82, 107, 10, 2, 6
2017/7/12, 148, 61, 71, 4, 13, 5
2017/7/13, 136, 58, 96, 16, 1, 6
2017/7/14, 97, 47, 79, 11, 1, 7
2017/7/15, 98, 67, 104, 17, 1, 11
2017/7/16, 151, 52, 75, 11, 1, 10
2017/7/17, 117, 56, 50, 9, 1, 7
2017/7/18, 129, 61, 65, 9, 1, 7
2017/7/19, 156, 78, 65, 13, 2, 8
2017/7/20, 167, 22, 36, 9, 1, 6
2017/7/21, 69, 36, 26, 13, 1, 6
2017/7/22, 74, 53, 33, 16, 1, 8
2017/7/23, 129, 42, 16, 15, 1, 7
2017/7/24, 118, 45, 50, 9, 1, 7
2017/7/25, 93, 36, 27, 15, 1, 6
2017/7/26, 79, 53, 41, 18, 1, 8
2017/7/27, 112, 52, 45, 19, 1, 7
2017/7/28, 96, 47, 56, 14, 1, 5
2017/7/29, 89, 54, 79, 14, 2, 6
2017/7/30, 110, 73, 122, 11, 2, 8
2017/7/31, 164, 57, 50, 12, 1, 7
2017/8/1, 136, 41, 10, 16, 2, 10
2017/8/2, 96, 42, 76, 10, 2, 5
2017/8/3, 75, 45, 80, 19, 1, 5
2017/8/4, 83, 50, 90, 18, 1, 6
2017/8/5, 93, 30, 53, 15, 1, 4
2017/8/6, 52, 31, 67, 16, 1, 3
2017/8/7, 40, 59, 116, 19, 2, 5
2017/8/8, 87, 33, 77, 10, 1, 4
2017/8/9, 71, 66, 89, 15, 1, 6
2017/8/10, 157, 76, 56, 15, 1, 10
2017/8/11, 157, 36, 32, 17, 1, 7
2017/8/12, 102, 42, 34, 19, , 8
2017/8/13, 122, 35, 64, 13, 1, 6
2017/8/14, 89, 52, 66, 11, , 7
2017/8/15, 128, 52, 36, 16, 2, 7
2017/8/16, 124, 31, 66, 11, 1, 7
2017/8/17, 71, 57, 47, 26, 1, 11
2017/8/18, 124, 40, 43, 15, 1, 8
2017/8/19, 111, 52, 63, 12, 2, 10
2017/8/20, 133, 65, 86, 19, 1, 9
2017/8/21, 153, 66, 41, 18, , 7
2017/8/22, 155, 26, 41, 13, 1, 6
2017/8/23, 72, 30, 33, 17, 1, 6
2017/8/24, 60, 30, 31, 19, 1, 5
2017/8/25, 34, 44, 22, 24, 1, 6
2017/8/26, 52, 20, 32, 11, 1, 3
2017/8/27, 52, 25, 26, 13, 1, 4
2017/8/28, 63, 35, 35, 15, 1, 5
2017/8/29, 55, 58, 52, 18, 1, 7
2017/8/30, 125, 61, 47, 12, 1, 7
2017/8/31, 149, 105, 53, 15, 1, 13
2017/9/1, 199, 56, 56, 14, 1, 9
2017/9/2, 160, 53, 72, 11, 2, 7
2017/9/3, 126, 70, 49, 16, 1, 8
2017/9/4, 158, 43, 32, 14, 1, 6
2017/9/5, 91, 39, , 25, , 6
2017/9/6, 63, , , , , 
2017/9/11, 38, 48, 46, 19, 1, 5
2017/9/12, 74, 80, 85, 29, 2, 9
2017/9/13, 148, 74, 68, 16, 2, 8
2017/9/14, 147, 62, 46, 25, 1, 7
2017/9/15, 119, 83, 60, 28, 3, 10
2017/9/16, 164, 37, 31, 18, 2, 4
2017/9/17, 48, 58, 57, 22, 1, 5
2017/9/18, 74, 43, 28, 23, 1, 4
2017/9/19, 54, 42, 31, 21, 2, 3
2017/9/20, 44, 77, 59, 33, 5, 7
2017/9/21, 135, 63, 29, 16, 1, 4
2017/9/22, 68, 117, 45, 31, 3, 8
2017/9/23, 130, 107, 55, 26, 3, 9
2017/9/24, 151, 86, 50, 18, 4, 13
2017/9/25, 147, 53, 16, 20, 1, 7
2017/9/26, 98, 50, 7, 18, 2, 10
2017/9/27, 81, 28, 24, 13, 7, 5
2017/9/28, 42, 75, 19, 31, 3, 7
2017/9/29, 131, 94, 34, 30, 6, 11
2017/9/30, 180, 66, 51, 22, 1, 6
2017/4/1, 89, 70, 37, 33, 6, 10
2017/4/2, 146, 102, 73, 38, 7, 12
2017/4/3, 193, 89, 40, 27, 7, 10
2017/4/4, 184, 52, 55, 10, 1, 5
2017/4/5, 133, 84, 46, 20, 3, 8
2017/4/6, 170, 75, 37, 17, 4, 7
2017/4/7, 154, 86, 26, 25, 3, 9
2017/4/8, 144, 67, 38, 16, 3, 8
2017/4/9, 149, 72, 38, 24, 4, 7
2017/4/10, 142, 57, 37, 17, 2, 4
2017/4/11, 79, 64, 32, 27, 2, 7
2017/4/12, 88, 90, 30, 28, 7, 10
2017/4/13, 135, 94, 41, 29, 2, 9
2017/4/14, 140, 66, 49, 23, 3, 5
2017/4/15, 99, 110, 40, 32, 8, 8
2017/4/16, 167, 153, 39, 25, 3, 8
2017/4/17, 196, 72, 38, 9, , 3
2017/4/18, 69, 76, 12, 33, 3, 7
2017/4/19, 116, 62, 29, 20, 1, 5
2017/4/20, 105, 50, 29, 15, , 2
2017/4/21, 55, 80, 36, 18, 3, 4
2017/4/22, 114, 54, 35, 10, 4, 3
2017/4/23, 63, 76, 44, 19, 4, 7
2017/4/24, 109, 34, 32, 11, 1, 3
2017/4/25, 42, 44, 40, 17, 1, 4
2017/4/26, 68, 40, 42, 15, 1, 3
2017/4/27, 63, 49, 54, 19, 1, 4
2017/4/28, 73, 71, 57, 20, 2, 3
2017/4/29, 131, 105, 60, 19, 2, 3
2017/4/30, 131, 75, 52, 20, 5, 6
2017/5/1, 107, 78, 90, 21, 6, 8
2017/5/2, 123, 77, 54, 22, 5, 7
2017/5/3, 143, 659, 42, 12, 4, 2
2017/5/4, 331, 512, 40, 12, 4, 3
2017/5/5, 283, 73, 54, 17, 3, 4
2017/5/6, 85, 63, 65, 25, 5, 4
2017/5/7, 98, 83, 86, 28, 7, 5
2017/5/8, 150, 74, 82, 11, 7, 4
2017/5/9, 117, 59, 66, 17, 5, 4
2017/5/10, 116, 105, 45, 20, 4, 4
2017/5/11, 104, 117, 69, 13, 5, 5
2017/5/12, 134, 62, 38, 10, 3, 2
2017/5/13, 68, 38, 44, 12, 2, 2
2017/5/14, 53, 64, 59, 15, 7, 6
2017/5/15, 81, 67, 97, 17, 7, 5
2017/5/16, 118, 75, 125, 19, 7, 6
2017/5/17, 149, 90, 110, 28, 7, 8
2017/5/18, 162, 97, 117, 15, 5, 6
2017/5/19, 143, 84, 118, 16, 3, 6
2017/5/20, 102, 81, 76, 11, 6, 8
2017/5/21, 140, 49, 29, 15, 4, 10
2017/5/22, 106, 35, 61, 13, 1, 5
2017/5/23, 69, 45, 64, 19, 1, 4
2017/5/24, 60, 69, 62, 19, 3, 4
2017/5/25, 72, 71, , 20, 4, 6
2017/5/26, 110, 87, , 23, 12, 12
2017/5/27, 144, 96, , 13, 10, 13
2017/5/28, 166, 73, , 8, 6, 6
2017/5/29, 86, 60, , 15, 1, 5
2017/5/30, 108, 72, 55, 15, 2, 6
2017/5/31, 140, 51, 85, 9, 2, 5
2017/6/1, 74, 59, 29, 14, 6, 8
2017/6/2, 71, 43, 58, 13, 2, 6
2017/6/3, 81, 67, 94, 20, 4, 6
2017/6/4, 116, 81, 89, 27, 8, 9
2017/6/5, 147, 50, 37, 9, 2, 4
2017/6/6, 100, 47, 75, 10, 1, 4
2017/6/7, 115, 49, 35, 21, 1, 6
2017/6/8, 87, 68, 107, 25, 2, 7
2017/6/9, 94, 61, 55, 11, 6, 7
2017/6/10, 58, 62, 92, 19, 3, 7
2017/6/11, 88, 65, 57, 20, 10, 10
2017/6/12, 92, 50, 64, 17, 2, 6
2017/6/13, 105, 51, 85, 16, 1, 5
2017/6/14, 117, 72, 113, 20, 1, 6
2017/6/15, 108, 90, 114, 13, 4, 6
2017/6/16, 146, 98, 124, 13, 6, 7
2017/6/17, 158, 89, 123, 12, 7, 7
2017/6/18, 157, 49, 106, 11, 2, 5
2017/6/19, 108, 51, 107, 9, 1, 5
2017/6/20, 92, 63, 106, 8, 5, 7
2017/6/21, 128, 32, 46, 10, 1, 6
2017/6/22, 92, 21, 36, 11, , 6
2017/6/23, 75, 41, 40, 8, 1, 4
2017/6/24, 75, 41, 65, 12, 1, 4
2017/6/25, 90, 39, 85, 12, 1, 4
2017/6/26, 72, 73, 112, 15, 3, 7
2017/6/27, 150, 81, 108, 15, 4, 9
2017/6/28, 159, 68, 80, 11, 1, 7
2017/6/29, 127, 71, 115, 10, 1, 6
2017/6/30, 151, 86, 111, 13, 3, 7
2017/1/2, 286, 304, 3, 75, 3, 60
2017/1/3, 396, 423, 2, 72, 5, 83
2017/1/4, 463, 152, 1, 53, 6, 51
2017/1/5, 241, 127, 1, 52, 7, 44
2017/1/6, 237, 137, 4, 45, 5, 34
2017/1/7, 230, 66, 20, 23, 4, 13
2017/1/8, 105, 48, 21, 20, 4, 7
2017/1/9, 84, 46, 22, 21, 3, 6
2017/1/10, 74, 84, 5, 45, 7, 19
2017/1/11, 167, 58, 23, 31, 8, 9
2017/1/12, 113, 28, 30, 14, 4, 4
2017/1/13, 58, 36, 21, 25, 6, 7
2017/1/14, 72, 56, 16, 23, 6, 7
2017/1/15, 125, 65, 6, 29, 11, 15
2017/1/16, 151, 106, 8, 36, 10, 20
2017/1/17, 196, 31, 14, 25, 5, 9
2017/1/18, 93, 77, 17, 20, 7, 12
2017/1/19, 103, 33, 23, 19, 3, 7
2017/1/20, 66, 46, 28, 16, 4, 7
2017/1/21, 71, 34, 18, 23, 5, 7
2017/1/22, 78, 41, 14, 25, 4, 9
2017/1/23, 92, 81, 7, 38, 7, 21
2017/1/24, 169, 117, 8, 43, 12, 31
2017/1/25, 226, 140, 5, 32, 11, 28
2017/1/26, 223, 78, 30, 12, 8, 6
2017/1/27, 112, 342, 5, 32, 32, 23
2017/1/28, 375, 63, 26, 11, 3, 9
2017/1/29, 77, 36, 30, 10, 4, 6
2017/1/30, 76, 69, 18, 20, 12, 12
2017/1/31, 147, 41, 29, 12, 7, 6
2017/2/1, 73, 87, 18, 30, 11, 14
2017/2/2, 167, 126, 22, 40, 15, 25
2017/2/3, 236, 206, 17, 48, 18, 32
2017/2/4, 336, 18, 33, 14, 3, 4
2017/2/5, 49, 22, 29, 12, 3, 3
2017/2/6, 40, 64, 26, 24, 7, 11
2017/2/7, 148, 51, 31, 15, 2, 8
2017/2/8, 81, 25, 31, 7, , 3
2017/2/9, 31, 26, 36, 8, 1, 3
2017/2/10, 31, 51, 32, 22, 6, 7
2017/2/11, 86, 120, 14, 41, 21, 24
2017/2/12, 198, 83, 28, 33, 7, 20
2017/2/13, 143, 113, 8, 43, 7, 24
2017/2/14, 217, 132, 8, 47, 11, 28
2017/2/15, 254, 72, 30, 31, 13, 13
2017/2/16, 147, 45, 33, 16, 4, 6
2017/2/17, 85, 88, 24, 35, 13, 14
2017/2/18, 168, 100, 37, 32, 14, 14
2017/2/19, 145, 34, 34, 13, 2, 4
2017/2/20, 41, 56, 19, 26, 5, 10
2017/2/21, 129, 60, 29, 17, 2, 9
2017/2/22, 143, 35, 35, 18, 3, 5
2017/2/23, 68, 42, 33, 23, 3, 9
2017/2/24, 94, 22, 35, 16, 2, 4
2017/2/25, 40, 37, 32, 23, 3, 6
2017/2/26, 76, 73, 17, 39, 7, 13
2017/2/27, 148, 29, 33, 19, 3, 5
2017/2/28, 53, 41, 38, 9, 2, 3
2017/3/1, 38, 53, 32, 23, 5, 7
2017/3/2, 102, 86, 27, 31, 8, 13
2017/3/3, 167, 69, 32, 29, 10, 14
2017/3/4, 153, 32, 36, 11, 2, 4
2017/3/5, 52, 35, 34, 18, 2, 6
2017/3/6, 61, 26, 34, 9, 1, 3
2017/3/7, 30, 29, 33, 14, 1, 7
2017/3/8, 39, 25, 26, 16, , 3
2017/3/9, 43, 52, 26, 29, 3, 5
2017/3/10, 97, 67, 20, 27, 7, 5
2017/3/11, 115, 27, 34, 10, 1, 1
2017/3/12, 32, 23, 22, 15, 2, 2
2017/3/13, 36, 38, 16, 21, 3, 3
2017/3/14, 62, 66, 26, 28, 8, 10
2017/3/15, 146, 91, 32, 40, 9, 9
2017/3/16, 181, 86, 38, 27, 6, 8
2017/3/17, 181, 112, 69, 31, 6, 11
2017/3/18, 202, 144, 76, 36, 14, 17
2017/3/19, 263, 117, 23, 37, 10, 13
2017/3/20, 196, 77, 35, 22, 3, 5
2017/3/21, 166, 99, 34, 36, 10, 11
2017/3/22, 190, 100, 26, 26, 2, 13
2017/3/23, 187, , 18, 24, 1, 9
2017/3/24, 152, 30, 27, 15, 1, 7
2017/3/25, 96, 31, 34, 13, 1, 4
2017/3/26, 52, 26, 38, 15, 1, 4
2017/3/27, 50, 61, 46, 22, 2, 6
2017/3/28, 141, 80, 40, 25, 4, 8
2017/3/29, 170, 81, 31, 23, 8, 11
2017/3/30, 164, 49, 37, 17, 2, 5
2017/3/31, 78, 57, 36, 23, 2, 5
2016/10/1, 205, 111, 52, 35, 3, 13
2016/10/2, 228, 92, 61, 23, 1, 9
2016/10/3, 179, 44, 21, 17, 1, 9
2016/10/4, 91, 59, 24, 14, , 12
2016/10/5, 135, 60, 9, 21, 2, 14
2016/10/6, 150, 31, 10, 19, , 15
2016/10/7, 111, 30, 27, 9, 1, 4
2016/10/8, 43, 55, 14, 21, 2, 7
2016/10/9, 95, 78, 10, 29, 5, 11
2016/10/10, 164, 90, 24, 28, 4, 14
2016/10/11, 186, 69, 25, 27, 3, 10
2016/10/12, 152, 100, 28, 30, 2, 13
2016/10/13, 209, 164, 29, 33, 2, 18
2016/10/14, 257, 114, , 37, 1, 18
2016/10/15, 217, , 28, 22, 1, 9
2016/10/16, 178, 72, 30, 20, 1, 9
2016/10/17, 136, 103, 8, 34, 2, 16
2016/10/18, 185, 142, 10, 33, 1, 21
2016/10/19, 260, 67, 12, 24, 4, 13
2016/10/20, 149, 53, 13, 20, , 8
2016/10/21, 123, 20, 13, 14, 1, 6
2016/10/22, 48, 43, 14, 18, 2, 6
2016/10/23, 84, 72, 1, 23, 1, 11
2016/10/24, 149, 88, 2, 29, 1, 14
2016/10/25, 177, 57, 19, 22, 2, 7
2016/10/26, 96, 50, 4, 27, 4, 12
2016/10/27, 95, 32, 22, 17, 1, 4
