date, pm25, pm10, o3, no2, so2, co
2021/8/7, 110, 57, 90, 11, , 6
2021/8/8, 105, 21, 93, 5, 1, 4
2021/8/9, 54, 26, 92, 7, , 6
2021/8/10, 60, 48, 78, 10, , 9
2021/8/11, 90, 40, 74, 7, , 8
2021/8/12, 78, 34, 76, 9, , 6
2021/8/13, 69, 32, 51, 7, , 5
2021/8/14, 70, 33, 43, 9, , 6
2021/8/15, 69, 34, 58, 8, , 7
2021/8/16, 70, 21, 53, 7, , 5
2021/8/17, 41, 27, 48, 9, , 5
2021/8/18, 58, 28, 35, 7, , 5
2021/8/19, 59, 14, 59, 5, 1, 6
2021/8/20, 30, 21, 59, 5, , 6
2021/8/21, 37, 56, 63, 8, , 9
2021/8/22, 99, 40, 67, 5, , 6
2021/8/23, 73, 20, 42, 6, , 3
2021/8/24, 39, 15, 38, 8, , 4
2021/8/25, 21, 15, 37, 6, , 3
2021/8/26, 21, 23, 47, 9, , 5
2021/8/27, 41, 23, 35, 10, , 2
2021/8/28, 38, 31, 63, 8, , 2
2021/8/29, 56, 40, 58, 13, , 4
2021/8/30, 71, 27, 58, 8, , 7
2021/8/31, 60, 30, 65, 13, , 5
2021/9/1, 56, 34, 66, 13, , 6
2021/9/2, 64, 46, 84, 10, , 8
2021/9/3, 80, 33, 35, 10, , 9
2021/9/4, 72, 23, 35, 10, , 5
2021/9/5, 57, 10, 26, 5, 1, 3
2021/9/6, 22, 23, 52, 7, , 5
2021/9/7, 49, 34, 67, 6, , 6
2021/9/8, 67, 38, 46, 13, , 7
2021/9/9, 93, 48, 85, 11, , 8
2021/9/10, 104, 59, 94, 11, , 10
2021/9/11, 125, 44, 28, 11, , 9
2021/9/12, 84, 30, 45, 11, , 7
2021/9/13, 62, 33, 35, 9, 1, 8
2021/9/14, 62, 33, 41, 14, , 6
2021/9/15, 52, 31, 16, 16, 1, 7
2021/9/16, 60, 19, 42, 11, , 4
2021/9/17, 39, 40, 30, 18, , 5
2021/9/18, 63, 27, 24, 11, , 6
2021/9/19, 65, 10, 30, 7, 1, 5
2021/9/20, 22, 12, 38, 6, , 5
2021/9/21, 23, 22, 44, 9, , 4
2021/9/22, 32, 39, 55, 16, 1, 7
2021/9/23, 72, 21, 25, 12, , 9
2021/9/24, 56, 23, 33, 8, , 6
2021/9/25, 47, 22, 18, 14, , 7
2021/9/26, 53, 20, 143, 9, , 5
2021/9/27, 35, 37, 32, 15, , 6
2021/9/28, 71, 33, 41, 12, , 5
2021/9/29, 62, 52, 27, 13, 1, 9
2021/9/30, 87, 22, 29, 9, , 5
2021/4/1, 157, 52, 35, 11, , 3
2021/4/2, 95, 27, 34, 8, , 1
2021/4/3, 54, 26, 38, 11, , 2
2021/4/4, 31, 56, 43, 14, 1, 3
2021/4/5, 99, 48, 44, 15, 1, 3
2021/4/6, 94, 61, 42, 18, 2, 4
2021/4/7, 117, 45, 52, 14, 1, 4
2021/4/8, 95, 58, 41, 18, 3, 6
2021/4/9, 116, 67, 51, 17, 4, 9
2021/4/10, 152, 60, 48, 14, 1, 4
2021/4/11, 130, 60, 32, 18, 1, 5
2021/4/12, 105, 23, 35, 6, , 1
2021/4/13, 31, 61, 38, 12, , 2
2021/4/14, 80, 230, 36, 11, 1, 3
2021/4/15, 144, 117, 31, 5, , 1
2021/4/16, 104, 30, 34, 7, , 1
2021/4/17, 35, 64, 44, 16, 1, 3
2021/4/18, 86, 87, 68, 18, 1, 5
2021/4/19, 142, 76, 71, 16, 1, 5
2021/4/20, 109, 53, 43, 18, 1, 5
2021/4/21, 84, 38, 36, 12, , 5
2021/4/22, 90, 29, 40, 8, , 3
2021/4/23, 63, 33, 39, 8, , 4
2021/4/24, 69, 50, 44, 12, , 5
2021/4/25, 110, 47, 54, 14, 1, 5
2021/4/26, 90, 71, 36, 10, , 2
2021/4/27, 43, 52, 38, 6, , 1
2021/4/28, 51, 51, 37, 12, , 2
2021/4/29, 55, 28, 28, 12, 1, 2
2021/4/30, 52, 25, 31, 8, , 2
2021/5/1, 39, 36, 39, 7, , 1
2021/5/2, 40, 58, 53, 9, 1, 4
2021/5/3, 87, 44, 37, 5, , 2
2021/5/4, 45, 65, 48, 7, 1, 1
2021/5/5, 63, 243, 39, 7, 1, 3
2021/5/6, 146, 96, 38, 3, , 2
2021/5/7, 110, 110, 36, 7, 1, 2
2021/5/8, 87, 51, 50, 16, 1, 3
2021/5/9, 80, 45, 48, 9, 1, 4
2021/5/10, 65, 41, 69, 12, 1, 6
2021/5/11, 73, 45, 66, 14, , 4
2021/5/12, 52, 54, 44, 15, 2, 9
2021/5/13, 113, 52, 38, 14, , 9
2021/5/14, 110, 25, 29, 8, , 3
2021/5/15, 50, 14, 37, 7, , 1
2021/5/16, 14, 33, 46, 14, , 3
2021/5/17, 46, 53, 56, 18, , 4
2021/5/18, 68, 59, 88, 11, 2, 5
2021/5/19, 86, 56, 67, 7, 1, 4
2021/5/20, 100, 58, 93, 10, , 6
2021/5/21, 113, 58, 95, 9, 1, 5
2021/5/22, 90, 115, 30, 5, , 1
2021/5/23, 110, 50, 31, 7, , 1
2021/5/24, 57, 55, 58, 7, 1, 2
2021/5/25, 56, 48, 42, 12, , 4
2021/5/26, 51, 37, 34, 14, , 2
2021/5/27, 53, 18, 40, 6, , 1
2021/5/28, 22, 34, 53, 11, , 3
2021/5/29, 41, 33, 69, 11, , 3
2021/5/30, 57, 40, 26, 14, , 9
2021/5/31, 74, 32, 50, 9, , 4
2021/6/1, 53, 45, 39, 15, , 7
2021/6/2, 61, 19, 32, 8, , 1
2021/6/3, 14, 26, 39, 10, , 2
2021/6/4, 35, 19, 43, 10, , 2
2021/6/5, 32, 35, 76, 11, 1, 3
2021/6/6, 48, 40, 70, 9, 1, 5
2021/6/7, 65, 43, 108, 7, 1, 7
2021/6/8, 78, 48, 38, 12, , 7
2021/6/9, 84, 20, 76, 8, , 3
2021/6/10, 41, 36, 79, 12, , 3
2021/6/11, 57, 60, 134, 16, 1, 6
2021/6/12, 92, 65, 108, 10, 1, 10
2021/6/13, 109, 28, 36, 6, , 8
2021/6/14, 71, 33, 95, 6, 2, 7
2021/6/15, 70, 29, 28, 9, , 6
2021/6/16, 64, 19, 44, 8, , 3
2021/6/17, 38, 23, 40, 10, , 2
2021/6/18, 32, 29, 43, 13, , 2
2021/6/19, 40, 27, 51, 13, , 2
2021/6/20, 44, 58, 102, 14, 2, 5
2021/6/21, 70, 31, 94, 6, 1, 4
2021/6/22, 52, 31, 46, 11, , 3
2021/6/23, 66, 32, 75, 10, , 5
2021/6/24, 69, 51, 76, 10, , 9
2021/6/25, 99, 42, 70, 8, 1, 6
2021/6/26, 66, 43, 110, 8, , 7
2021/6/27, 84, 48, 96, 9, , 7
2021/6/28, 91, 38, 46, 6, , 5
2021/6/29, 80, 32, 83, 6, 1, 5
2021/6/30, 56, 28, 64, 7, 1, 4
2021/1/4, 54, 25, 22, 8, , 2
2021/1/5, 42, 63, 24, 4, 1, 2
2021/1/6, 46, 32, 23, 5, 1, 3
2021/1/7, 41, 29, 24, 7, 1, 2
2021/1/8, 37, 37, 26, 9, 1, 1
2021/1/9, 52, 25, 25, 6, 1, 2
2021/1/10, 46, 51, 25, 9, 2, 4
2021/1/11, 72, 83, 7, 27, 1, 7
2021/1/12, 124, 145, 28, 15, , 6
2021/1/13, 133, 75, 12, 18, 3, 9
2021/1/14, 134, 93, 27, 9, 1, 3
2021/1/15, 109, 27, 27, 6, 1, 2
2021/1/16, 44, 39, 20, 10, 1, 3
2021/1/17, 60, 54, 19, 16, 1, 4
2021/1/18, 68, 45, 15, 13, 1, 5
2021/1/19, 99, 51, 13, 18, 2, 7
2021/1/20, 135, 62, 8, 29, 1, 11
2021/1/21, 164, 68, 14, 24, 3, 11
2021/1/22, 154, 53, 18, 20, 1, 8
2021/1/23, 131, 70, 14, 25, 1, 12
2021/1/24, 170, 90, , 32, , 14
2021/1/25, 187, , 15, 23, , 13
2021/1/26, 182, 52, 28, 20, 2, 8
2021/1/27, 108, 44, 29, 4, , 1
2021/1/28, 46, 44, 13, 19, 1, 4
2021/1/29, 80, 60, 17, 26, 1, 9
2021/1/30, 118, 56, 13, 14, 1, 10
2021/1/31, 149, 43, 26, 6, , 3
2021/2/1, 62, 32, 24, 9, , 3
2021/2/2, 48, 43, 22, 15, , 5
2021/2/3, 58, 50, 22, 17, 1, 4
2021/2/4, 108, 54, 21, 27, 1, 8
2021/2/5, 130, 77, 32, 16, 1, 7
2021/2/6, 106, 38, 29, 5, 1, 4
2021/2/7, 68, 37, 28, 13, 1, 5
2021/2/8, 102, 58, 28, 19, 2, 9
2021/2/9, 159, 63, 34, 22, 2, 10
2021/2/10, 168, , 32, 23, 2, 18
2021/2/11, 237, 95, 45, 16, 2, 16
2021/2/12, 253, , 9, 19, 2, 21
2021/2/13, 254, , 30, 9, , 14
2021/2/14, 165, 49, 29, 3, , 2
2021/2/15, 47, 32, 31, 2, , 1
2021/2/16, 32, 19, 29, 4, , 2
2021/2/17, 48, 36, 24, 12, 1, 6
2021/2/18, 87, 53, 18, 28, 1, 9
2021/2/19, 134, 63, 19, 28, 2, 10
2021/2/20, 135, 105, 28, 20, 1, 7
2021/2/21, 149, 60, 31, 8, 1, 5
2021/2/22, 86, 41, 21, 9, 1, 4
2021/2/23, 81, 41, 21, 11, 1, 7
2021/2/24, 110, 44, 28, 18, 1, 10
2021/2/25, 163, , 39, 18, 2, 13
2021/2/26, 189, , 44, 17, 2, 8
2021/2/27, 180, , 21, 24, , 9
2021/2/28, 165, 25, 28, 6, , 3
2021/3/1, 76, 71, 15, 9, , 6
2021/3/2, 144, 83, 11, 19, , 10
2021/3/3, 182, 83, 11, 20, , 12
2021/3/4, 200, 45, 19, 15, , 12
2021/3/5, 170, 83, 21, 10, 1, 5
2021/3/6, 76, 52, 20, 18, , 6
2021/3/7, 131, 72, 22, 20, 1, 7
2021/3/8, 159, , 32, 23, 1, 10
2021/3/9, 197, , 36, 25, 1, 11
2021/3/10, 228, 65, 38, 15, 1, 6
2021/3/11, 167, , 22, 17, , 7
2021/3/12, 178, , 32, 13, , 9
2021/3/13, 181, , 19, 19, , 7
2021/3/14, 190, 850, 28, 8, , 5
2021/3/15, 304, 121, 26, 10, , 2
2021/3/16, 112, 166, 15, 24, , 5
2021/3/17, 147, 86, 25, 14, , 6
2021/3/18, 142, 60, 22, 14, 1, 6
2021/3/19, 154, 62, 30, 8, , 3
2021/3/20, 91, 27, 31, 5, , 1
2021/3/21, 34, 130, 30, 14, , 2
2021/3/22, 85, 83, 31, 19, 1, 5
2021/3/23, 112, 103, 34, 15, 1, 3
2021/3/24, 123, 70, 42, 21, 1, 4
2021/3/25, 125, 91, 4, 40, 2, 11
2021/3/26, 196, 64, 34, 15, , 9
2021/3/27, 180, 512, 35, 10, , 4
2021/3/28, 178, 83, 32, 10, , 1
2021/3/29, 74, 129, 39, 17, 2, 5
2021/3/30, 139, 99, 39, 18, , 5
2021/3/31, 120, 93, 44, 18, 4, 8
2020/10/1, 128, 17, 25, 4, 1, 1
2020/10/2, 20, 36, 28, 10, 2, 2
2020/10/3, 62, 21, 22, 3, , 1
2020/10/4, 19, 17, 24, 8, , 1
2020/10/5, 27, 42, 24, 17, 2, 5
2020/10/6, 79, 62, 25, 24, 2, 7
2020/10/7, 141, 63, 12, 31, 1, 7
2020/10/8, 159, 69, 30, 29, 1, 8
2020/10/9, 171, , 58, 19, 1, 8
2020/10/10, 191, 19, 25, 12, , 3
2020/10/11, 83, 24, 22, 11, , 1
2020/10/12, 34, 34, 28, 14, , 2
2020/10/13, 51, 28, 17, 11, 1, 4
2020/10/14, 36, 50, 15, 18, , 7
2020/10/15, 109, 17, 27, 14, , 3
2020/10/16, 62, 32, 23, 20, , 2
2020/10/17, 59, 50, 24, 24, 1, 6
2020/10/18, 92, 54, 25, 26, 1, 9
2020/10/19, 133, 75, 12, 33, 1, 9
2020/10/20, 183, 98, 25, 13, , 3
2020/10/21, 102, 43, 27, 11, , 2
2020/10/22, 49, 23, 27, 12, , 2
2020/10/23, 35, 46, 24, 20, 1, 4
2020/10/24, 90, 79, 23, 33, 2, 8
2020/10/25, 164, 78, 29, 27, 1, 8
2020/10/26, 158, 38, 24, 10, , 1
2020/10/27, 33, 38, 19, 20, , 4
2020/10/28, 56, 54, 16, 25, 1, 7
2020/10/29, 98, 56, 24, 24, 1, 6
2020/10/30, 135, 144, 20, 23, , 4
2020/10/31, 161, 47, 25, 8, , 2
2020/11/1, 52, 38, 24, 6, , 1
2020/11/2, 29, 29, 18, 12, , 2
2020/11/3, 40, 58, 3, 27, 1, 6
2020/11/4, 113, 69, 7, 35, 2, 11
2020/11/5, 163, 79, 23, 28, , 8
2020/11/6, 144, 83, 27, 12, , 3
2020/11/7, 79, 35, 20, 13, , 2
2020/11/8, 44, 42, 15, 21, , 3
2020/11/9, 68, 53, 12, 25, 1, 6
2020/11/10, 106, 77, 3, 44, 2, 12
2020/11/11, 180, 58, 21, 31, 2, 9
2020/11/12, 137, 37, 17, 21, 1, 4
2020/11/13, 65, 50, 2, 27, 1, 6
2020/11/14, 110, 61, 11, 23, , 9
2020/11/15, 158, 82, 9, 31, 2, 13
2020/11/16, 174, 89, 4, 24, , 15
2020/11/17, 181, , 17, 16, , 9
2020/11/18, 111, 14, 19, 7, , 2
2020/11/19, 41, 18, 22, 9, , 1
2020/11/20, 39, 36, 21, 19, 1, 4
2020/11/21, 87, 13, 22, 5, 1, 1
2020/11/22, 36, 27, 16, 13, 1, 2
2020/11/23, 56, 37, 9, 21, 1, 5
2020/11/24, 92, 31, 23, 15, , 5
2020/11/25, 80, 27, 13, 17, 1, 5
2020/11/26, 59, 28, 25, 10, 1, 3
2020/11/27, 61, 22, 21, 10, 1, 2
2020/11/28, 47, 31, 21, 15, 2, 3
2020/11/29, 66, 29, 18, 13, 1, 3
2020/11/30, 59, 34, 14, 19, , 3
2020/12/1, 82, 30, 24, 13, , 3
2020/12/2, 69, 13, 26, 9, 1, 2
2020/12/3, 35, 15, 25, 10, 1, 2
2020/12/4, 36, 28, 17, 19, 2, 4
2020/12/5, 74, 46, 25, 19, 2, 5
2020/12/6, 106, 25, 22, 6, 1, 1
2020/12/7, 35, 31, 14, 18, 1, 4
2020/12/8, 71, 62, 4, 29, 1, 9
2020/12/9, 138, 61, 4, 32, 2, 11
2020/12/10, 155, 41, 14, 23, 1, 5
2020/12/11, 97, 63, 24, 25, 1, 12
2020/12/12, 161, 29, 23, 3, 1, 1
2020/12/13, 42, 20, 19, 8, 1, 2
2020/12/14, 46, 31, 13, 17, 1, 3
2020/12/15, 58, 35, 16, 17, 2, 4
2020/12/16, 67, 58, 3, 28, 1, 10
2020/12/17, 130, 28, 23, 8, 1, 2
2020/12/18, 45, 40, 8, 23, 1, 5
2020/12/19, 83, 36, 19, 21, 2, 5
2020/12/20, 91, 44, 10, 28, 2, 7
2020/12/21, 112, 54, 7, 31, 1, 7
2020/12/22, 135, 86, 26, 14, 2, 6
2020/12/23, 114, 47, 23, 11, 1, 3
2020/12/24, 73, 61, 8, 28, 2, 7
2020/12/25, 117, 65, 3, 28, 3, 12
2020/12/26, 144, 65, 8, 26, 2, 13
2020/12/27, 156, 64, 24, 16, 4, 8
2020/12/28, 132, 55, 22, 2, 1, 2
2020/12/29, 40, 26, 22, 3, , 2
2020/12/30, 33, 29, 17, 12, , 3
2020/12/31, 45, 49, 6, 25, 1, 7
2021/1/1, 89, 57, 17, 23, 1, 12
2021/1/2, 142, 25, 14, 17, 1, 3
2021/1/3, 52, 33, 26, 12, 1, 4
2020/7/1, 83, 39, 80, 6, 1, 7
2020/7/2, 90, 46, 50, 6, , 7
2020/7/3, 126, 44, 82, 7, , 5
2020/7/4, 114, 34, 78, 7, , 4
2020/7/5, 93, 27, 94, 6, , 3
2020/7/6, 65, 27, 73, 7, , 3
2020/7/7, 53, 45, 98, 7, 2, 6
2020/7/8, 102, 39, 39, 5, , 4
2020/7/9, 93, 55, 44, 8, , 6
2020/7/10, 134, , 36, 9, , 9
2020/7/11, 168, , 67, 8, , 9
2020/7/12, 165, 41, 62, 8, , 8
2020/7/13, 123, 40, 71, 6, , 5
2020/7/14, 95, 44, 80, 5, , 4
2020/7/15, 106, 56, 92, 7, , 6
2020/7/16, 124, 48, 55, 6, 1, 5
2020/7/17, 125, 35, 43, 7, , 5
2020/7/18, 118, 29, 41, 5, , 3
2020/7/19, 74, 52, 110, 10, , 5
2020/7/20, 114, 51, 82, 6, , 4
2020/7/21, 98, 50, 103, 9, 1, 7
2020/7/22, 116, 46, 88, 13, 1, 5
2020/7/23, 100, 40, 90, 9, , 4
2020/7/24, 80, 51, 88, 15, , 4
2020/7/25, 84, 33, 45, 6, , 5
2020/7/26, 82, , 33, 9, , 8
2020/7/27, 151, , 56, 8, , 8
2020/7/28, 147, 59, 79, 6, , 8
2020/7/29, 141, 32, 70, 8, 1, 7
2020/7/30, 140, 59, 68, 8, , 6
2020/7/31, 114, 32, 54, 8, 1, 5
2020/8/1, 102, 29, 81, 8, , 4
2020/8/2, 65, 33, 83, 8, , 4
2020/8/3, 68, 38, 69, 10, , 4
2020/8/4, 67, 61, 33, 12, , 7
2020/8/5, 116, 28, 71, 9, , 6
2020/8/6, 90, 25, 64, 7, 1, 5
2020/8/7, 65, 30, 75, 7, , 4
2020/8/8, 67, 30, 83, 4, , 3
2020/8/9, 65, 26, 71, 4, , 3
2020/8/10, 53, 48, 103, 7, , 5
2020/8/11, 100, 47, 44, 8, , 5
2020/8/12, 90, 22, 49, 3, , 5
2020/8/13, 46, 41, 86, 5, 1, 5
2020/8/14, 89, 46, 37, 10, 1, 6
2020/8/15, 99, 34, 31, 7, , 6
2020/8/16, 98, 37, 35, 6, , 6
2020/8/17, 109, 9, 28, 11, , 6
2020/8/18, 87, 21, 23, 9, , 3
2020/8/19, 40, 24, 28, 5, , 4
2020/8/20, 62, 34, 65, 9, , 6
2020/8/21, 68, 47, 71, 9, , 5
2020/8/22, 103, 58, 72, 9, 1, 7
2020/8/23, 132, 21, 48, 5, , 3
2020/8/24, 45, 39, 105, 10, , 6
2020/8/25, 65, 61, 84, 12, 3, 16
2020/8/26, 128, 39, 56, 9, , 9
2020/8/27, 98, 33, 72, 9, , 5
2020/8/28, 59, 58, 70, 15, , 7
2020/8/29, 126, 47, 70, 9, , 8
2020/8/30, 119, 24, 22, 8, , 4
2020/8/31, 56, 22, 40, 8, , 3
2020/9/1, 48, 25, 31, 10, 1, 3
2020/9/2, 52, 13, 28, 6, , 2
2020/9/3, 32, 27, 43, 12, , 4
2020/9/4, 56, 43, 74, 13, , 4
2020/9/5, 78, 62, 113, 14, 2, 10
2020/9/6, 139, 30, 46, 10, 1, 4
2020/9/7, 66, 17, 30, 9, , 2
2020/9/8, 36, 21, 35, 11, 1, 3
2020/9/9, 39, 19, 22, 9, , 2
2020/9/10, 33, 15, 17, 7, , 3
2020/9/11, 28, 20, 35, 7, , 4
2020/9/12, 42, 33, 49, 8, , 4
2020/9/13, 73, 51, 38, 11, , 5
2020/9/14, 122, 18, 27, 9, , 6
2020/9/15, 97, 14, 23, 5, , 2
2020/9/16, 26, 14, 28, 7, , 2
2020/9/17, 29, 22, 27, 13, , 3
2020/9/18, 43, 36, 64, 14, 1, 3
2020/9/19, 60, 25, 41, 10, , 2
2020/9/20, 39, 50, 66, 16, 1, 5
2020/9/21, 99, 38, 30, 16, , 5
2020/9/22, 75, 42, 28, 14, 1, 10
2020/9/23, 103, 28, 41, 9, , 6
2020/9/24, 92, 34, 54, 10, , 7
2020/9/25, 109, 45, 73, 12, , 6
2020/9/26, 138, 50, 66, 14, , 6
2020/9/27, 145, 60, 63, 15, , 7
2020/9/28, 162, 17, 23, 6, , 4
2020/9/29, 56, 24, 21, 9, , 3
2020/9/30, 63, 48, 20, 11, , 5
2020/4/1, 34, 30, 32, 9, , 2
2020/4/2, 56, 32, 36, 11, , 2
2020/4/3, 57, 101, 35, 5, 1, 2
2020/4/4, 72, 63, 38, 13, 1, 3
2020/4/5, 82, 79, 44, 22, 2, 6
2020/4/6, 143, 71, 33, 15, 2, 5
2020/4/7, 119, 48, 29, 15, 1, 3
2020/4/8, 70, 45, 35, 8, , 3
2020/4/9, 101, 43, 47, 10, 1, 3
2020/4/10, 115, 35, 39, 10, , 2
2020/4/11, 77, 42, 41, 6, , 1
2020/4/12, 63, 52, 36, 15, , 3
2020/4/13, 92, 68, 63, 21, 2, 6
2020/4/14, 141, 67, 55, 13, 2, 4
2020/4/15, 145, 66, 36, 5, , 3
2020/4/16, 73, 36, 45, 7, , 4
2020/4/17, 70, 38, 48, 9, , 4
2020/4/18, 80, 45, 57, 8, , 3
2020/4/19, 93, 26, 32, 2, , 1
2020/4/20, 25, 30, 31, 2, , 1
2020/4/21, 28, 21, 34, 1, , 1
2020/4/22, 23, 14, 35, 4, , 1
2020/4/23, 21, 78, 41, 8, , 1
2020/4/24, 36, 46, 38, 2, , 1
2020/4/25, 44, 26, 38, 7, , 2
2020/4/26, 48, 51, 54, 14, 1, 5
2020/4/27, 119, 74, 91, 18, 2, 5
2020/4/28, 143, 80, 108, 12, 4, 5
2020/4/29, 142, 81, 127, 22, 4, 9
2020/4/30, 170, 94, 125, 31, 2, 7
2020/5/1, 173, 64, 87, 8, 1, 4
2020/5/2, 138, 56, 32, 14, 2, 10
2020/5/3, 142, 42, 18, 9, 1, 6
2020/5/4, 93, 48, 27, 13, , 4
2020/5/5, 130, 48, 80, 15, 1, 5
2020/5/6, 154, 32, 31, 19, 3, 12
2020/5/7, 152, 18, 36, 6, 1, 9
2020/5/8, 102, , 21, 8, , 5
2020/5/9, 99, 47, 36, 3, , 3
2020/5/10, 71, 83, 40, 2, , 1
2020/5/11, 50, 85, 43, 4, , 2
2020/5/12, 52, 111, 83, 14, 2, 5
2020/5/13, 97, 66, 90, 10, 2, 5
2020/5/14, 96, 49, 42, 9, , 4
2020/5/15, 115, 64, 28, 12, , 5
2020/5/16, 126, 56, 29, 12, , 2
2020/5/17, 64, 41, 41, 6, , 1
2020/5/18, 41, 42, 61, 10, , 2
2020/5/19, 57, 40, 99, 9, 1, 5
2020/5/20, 69, 61, 48, 11, 2, 12
2020/5/21, 160, 44, 51, 7, , 7
2020/5/22, 121, 17, 35, 5, , 1
2020/5/23, 27, 20, 48, 7, , 2
2020/5/24, 42, 27, 29, 11, , 2
2020/5/25, 43, 25, 47, 6, , 2
2020/5/26, 47, 22, 40, 6, , 2
2020/5/27, 35, 49, 87, 15, 2, 6
2020/5/28, 111, 66, 107, 13, 5, 10
2020/5/29, 148, 57, 77, 11, 2, 8
2020/5/30, 126, 13, 36, 5, , 2
2020/5/31, 55, 45, 85, 13, 1, 3
2020/6/1, 73, 51, 69, 8, , 2
2020/6/2, 76, 153, 74, 15, , 3
2020/6/3, 126, 41, 52, 10, 1, 2
2020/6/4, 35, 32, 73, 8, 1, 3
2020/6/5, 45, 45, 102, 12, 3, 5
2020/6/6, 75, 64, 132, 14, 2, 5
2020/6/7, 94, 76, 100, 12, 1, 4
2020/6/8, 111, 71, 49, 12, 3, 8
2020/6/9, 113, 65, 94, 8, , 7
2020/6/10, 139, 66, 77, 16, 7, 6
2020/6/11, 134, 51, 116, 10, 1, 5
2020/6/12, 104, 67, 99, 12, 1, 6
2020/6/13, 122, 22, 59, 5, , 1
2020/6/14, 31, 48, 75, 10, , 4
2020/6/15, 55, 77, 108, 12, 5, 8
2020/6/16, 110, 55, 70, 5, 1, 2
2020/6/17, 61, 48, 78, 8, , 3
2020/6/18, 80, 44, 92, 6, , 3
2020/6/19, 77, 58, 99, 6, 1, 5
2020/6/20, 104, 54, 92, 7, 1, 5
2020/6/21, 91, 58, 91, 8, 1, 7
2020/6/22, 129, 51, 89, 10, 2, 7
2020/6/23, 123, 28, 64, 5, , 3
2020/6/24, 63, 40, 66, 7, , 5
2020/6/25, 98, 35, 71, 6, , 4
2020/6/26, 85, 58, 111, 8, , 8
2020/6/27, 159, 42, 86, 6, 1, 8
2020/6/28, 131, 36, 45, 11, , 5
2020/6/29, 92, 26, 69, 5, , 3
2020/6/30, 58, 49, 109, 11, 1, 5
2020/1/1, 102, 58, 5, 29, 2, 10
2020/1/2, 143, 57, 9, 28, 2, 9
2020/1/3, 134, 47, 18, 26, 1, 9
2020/1/4, 111, 59, 5, 31, 3, 11
2020/1/5, 150, 29, 20, 22, , 9
2020/1/6, 144, 22, 24, 12, 2, 2
2020/1/7, 50, 24, 24, 15, 1, 3
2020/1/8, 64, 25, 17, 22, 1, 6
2020/1/9, 95, 25, 23, 17, 2, 6
2020/1/10, 88, 29, 21, 13, 1, 3
2020/1/11, 46, 23, 20, 17, 2, 3
2020/1/12, 67, 20, 23, 9, 2, 2
2020/1/13, 45, 22, 18, 14, 1, 3
2020/1/14, 59, 42, 9, 26, 2, 8
2020/1/15, 125, 46, 21, 22, 1, 10
2020/1/16, 119, 64, 8, 31, 3, 14
2020/1/17, 164, 38, 27, 31, , 25
2020/1/18, 306, 49, 25, 12, , 6
2020/1/19, 97, 21, 22, 8, , 2
2020/1/20, 40, 48, 18, 18, 1, 7
2020/1/21, 129, 55, 14, 25, 2, 10
2020/1/22, 156, 39, 26, 18, 2, 8
2020/1/23, 128, 62, 29, 8, 1, 5
2020/1/24, 152, 99, 25, 14, 1, 8
2020/1/25, 198, 100, 26, 17, 2, 13
2020/1/26, 233, , 29, 18, 2, 18
2020/1/27, 243, 23, 41, 19, 5, 18
2020/1/28, 249, 24, 31, 13, 1, 10
2020/1/29, 149, 46, 33, 10, 2, 7
2020/1/30, 133, 25, 30, 14, 1, 7
2020/1/31, 116, 16, 27, 4, , 2
2020/2/1, 37, 27, 26, 4, , 3
2020/2/2, 88, 25, 27, 5, , 2
2020/2/3, 48, 18, 25, 6, , 2
2020/2/4, 40, 36, 17, 10, 1, 6
2020/2/5, 97, 30, 14, 10, 1, 8
2020/2/6, 113, , 16, 17, 1, 10
2020/2/7, 161, 53, 26, 14, 1, 8
2020/2/8, 141, 69, 18, 19, 1, 13
2020/2/9, 193, , 27, 21, 1, 13
2020/2/10, 191, , 32, 26, 5, 25
2020/2/11, 240, , 42, 21, 1, 22
2020/2/12, 235, 9, 16, 21, , 21
2020/2/13, 246, 18, 22, 10, , 10
2020/2/14, 119, 18, 26, 2, , 1
2020/2/15, 31, 12, 28, 2, , 1
2020/2/16, 20, 13, 26, 4, , 2
2020/2/17, 30, 22, 22, 15, , 4
2020/2/18, 65, 28, 26, 19, 5, 11
2020/2/19, 141, 6, 25, 10, 3, 12
2020/2/20, 178, 79, 30, 8, 1, 6
2020/2/21, 137, 18, 30, 4, , 1
2020/2/22, 33, 45, 20, 16, 1, 6
2020/2/23, 116, 68, 25, 16, 4, 9
2020/2/24, 148, 52, 25, 10, 4, 8
2020/2/25, 126, 36, 31, 8, 2, 3
2020/2/26, 96, 25, 20, 9, 1, 3
2020/2/27, 78, 44, 29, 10, 1, 5
2020/2/28, 139, , 8, 14, 1, 10
2020/2/29, 153, 13, 28, 8, , 14
2020/3/1, 67, 18, 25, 11, 1, 4
2020/3/2, 74, 20, 28, 6, , 5
2020/3/3, 110, 15, 28, 4, , 2
2020/3/4, 40, 40, 31, 12, 1, 5
2020/3/5, 105, 60, 23, 21, 1, 8
2020/3/6, 166, 27, 36, 8, , 5
2020/3/7, 130, , 16, 12, , 9
2020/3/8, 168, , 26, 9, , 7
2020/3/9, 123, 25, 30, 5, , 2
2020/3/10, 46, 43, 22, 17, 1, 4
2020/3/11, 85, 37, 30, 12, , 3
2020/3/12, 71, 22, 32, 4, , 1
2020/3/13, 40, 35, 34, 5, , 4
2020/3/14, 38, 30, 36, 4, , 2
2020/3/15, 29, 56, 31, 8, 1, 2
